10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav,,10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav
37.28054167,36.475375,,61.29595833,54.34395833,52.880875,48.05020833,50.42529167,48.92529167,48.92529167,42.08279167,42.08279167,40.60420833,,0.14425,,,,,,,,,0.187,,,0.151083333
37.42379167,36.614625,,61.53595833,54.58345833,53.08329167,48.23029167,50.618375,49.114375,49.114375,42.27595833,42.27595833,40.755875,,0.14325,,,,,,,,,0.189083333,,,0.151666667
37.56795833,36.75370833,,61.77595833,54.82345833,53.284625,48.41429167,50.809625,49.30270833,49.30270833,42.466625,42.466625,40.907125,,0.144166667,,,,,,,,,0.188333333,,,0.15125
37.71195833,36.89279167,,62.015875,55.06354167,53.485625,48.594875,51.00179167,49.49070833,49.49070833,42.659125,42.659125,41.05879167,,0.144,,,,,,,,,0.188,,,0.151666667
37.85754167,37.03170833,,62.255625,55.303375,53.68629167,48.77679167,51.19195833,49.680875,49.680875,42.851875,42.851875,41.21070833,,0.145583333,,,,,,,,,0.190166667,,,0.151916667
38.00154167,37.17095833,,62.49570833,55.54329167,53.88820833,48.955125,51.38170833,49.86345833,49.86345833,43.04470833,43.04470833,41.362125,,0.144,,,,,,,,,0.182583333,,,0.151416667
38.145375,37.31004167,,62.735625,55.78345833,54.09004167,49.141375,51.57404167,50.05220833,50.05220833,43.235125,43.235125,41.51370833,,0.143833333,,,,,,,,,0.18875,,,0.151583333
38.289875,37.44929167,,62.975625,56.02329167,54.29254167,49.328875,51.76720833,50.226625,50.226625,43.42804167,43.42804167,41.66504167,,0.1445,,,,,,,,,0.174416667,,,0.151333333
38.434125,37.58845833,,63.21554167,56.263375,54.494625,49.50854167,51.95829167,50.412875,50.412875,43.62054167,43.62054167,41.81670833,,0.14425,,,,,,,,,0.18625,,,0.151666667
38.58045833,37.72779167,,63.45570833,56.50320833,54.696875,49.693125,52.15045833,50.60245833,50.60245833,43.81345833,43.81345833,41.96829167,,0.146333333,,,,,,,,,0.189583333,,,0.151583333
38.725625,37.866875,,63.69570833,56.74295833,54.89920833,49.87545833,52.34054167,50.78804167,50.78804167,44.00470833,44.00470833,42.120125,,0.145166667,,,,,,,,,0.185583333,,,0.151833333
38.86679167,38.00620833,,63.93579167,56.98279167,55.10179167,50.05795833,52.530125,50.97795833,50.97795833,44.19729167,44.19729167,42.27170833,,0.141166667,,,,,,,,,0.189916667,,,0.151583333
39.01079167,38.145375,,64.17579167,57.22254167,55.304125,50.236875,52.72245833,51.15079167,51.15079167,44.391375,44.391375,42.42304167,,0.144,,,,,,,,,0.172833333,,,0.151333333
39.15520833,38.284625,,64.41604167,57.46229167,55.43570833,50.42420833,52.915875,51.33754167,51.33754167,44.58295833,44.58295833,42.574875,,0.144416667,,,,,,,,,0.18675,,,0.151833333
39.29954167,38.42379167,,64.65604167,57.70204167,55.50670833,50.610125,53.10604167,51.527125,51.527125,44.77604167,44.77604167,42.72620833,,0.144333333,,,,,,,,,0.189583333,,,0.151333333
39.44470833,38.563125,,64.89629167,57.941625,55.70904167,50.79154167,53.29720833,51.714875,51.714875,44.964625,44.964625,42.87795833,,0.145166667,,,,,,,,,0.18775,,,0.15175
39.59029167,38.70229167,,65.13620833,58.181375,55.91179167,50.97545833,53.49070833,51.905375,51.905375,45.15654167,45.15654167,43.02970833,,0.145583333,,,,,,,,,0.1905,,,0.15175
39.734625,38.841625,,65.37654167,58.42095833,56.11420833,51.15579167,53.67929167,52.09004167,52.09004167,45.350875,45.350875,43.18120833,,0.144333333,,,,,,,,,0.184666667,,,0.1515
39.88004167,38.980875,,65.61645833,58.66079167,56.31629167,51.33829167,53.870375,52.28004167,52.28004167,45.53945833,45.53945833,43.33279167,,0.145416667,,,,,,,,,0.19,,,0.151583333
40.024625,39.12020833,,65.85670833,58.900625,56.51870833,51.51729167,54.06379167,52.45179167,52.45179167,45.73195833,45.73195833,43.48504167,,0.144583333,,,,,,,,,0.17175,,,0.15225
40.167625,39.25945833,,66.096625,59.140375,56.72170833,51.705375,54.249375,52.63954167,52.63954167,45.92620833,45.92620833,43.636125,,0.143,,,,,,,,,0.18775,,,0.151083333
40.31245833,39.39879167,,66.33695833,59.38029167,56.924125,51.889625,54.43870833,52.82629167,52.82629167,46.117875,46.117875,43.787875,,0.144833333,,,,,,,,,0.18675,,,0.15175
40.456875,39.53795833,,66.57704167,59.62004167,57.12654167,52.070125,54.632625,53.017125,53.017125,46.310875,46.310875,43.939625,,0.144416667,,,,,,,,,0.190833333,,,0.15175
40.602125,39.67720833,,66.81745833,59.859875,57.328875,52.25645833,54.82004167,53.19120833,53.19120833,46.50204167,46.50204167,44.091375,,0.14525,,,,,,,,,0.174083333,,,0.15175
40.746875,39.81645833,,67.057625,60.09954167,57.53145833,52.441625,55.00995833,53.37770833,53.37770833,46.69470833,46.69470833,44.243125,,0.14475,,,,,,,,,0.1865,,,0.15175
40.889875,39.955875,,67.29795833,60.33954167,57.73420833,52.62245833,55.20245833,53.56804167,53.56804167,46.88845833,46.88845833,44.39470833,,0.143,,,,,,,,,0.190333333,,,0.151583333
41.03445833,40.094875,,67.53795833,60.57920833,57.93670833,52.80604167,55.39495833,53.75529167,53.75529167,47.08129167,47.08129167,44.546375,,0.144583333,,,,,,,,,0.18725,,,0.151666667
41.179125,40.23429167,,67.77829167,60.819125,58.13920833,52.986625,55.587875,53.94579167,53.94579167,47.270875,47.270875,44.69795833,,0.144666667,,,,,,,,,0.1905,,,0.151583333
41.32354167,40.37304167,,68.01829167,61.058875,58.341875,53.174375,55.77545833,54.121125,54.121125,47.46395833,47.46395833,44.849875,,0.144416667,,,,,,,,,0.175333333,,,0.151916667
41.46879167,40.51245833,,68.25870833,61.29854167,58.544625,53.35879167,55.96470833,54.307875,54.307875,47.656125,47.656125,45.00154167,,0.14525,,,,,,,,,0.18675,,,0.151666667
41.613125,40.65104167,,68.49870833,61.53845833,58.74695833,53.540125,56.15704167,54.49845833,54.49845833,47.84804167,47.84804167,45.153125,,0.144333333,,,,,,,,,0.190583333,,,0.151583333
41.757125,40.79045833,,68.739125,61.77829167,58.94954167,53.72154167,56.35045833,54.68170833,54.68170833,48.04270833,48.04270833,45.304625,,0.144,,,,,,,,,0.18325,,,0.1515
41.902875,40.92870833,,68.979375,62.01820833,59.15204167,53.90104167,56.53829167,54.87095833,54.87095833,48.23029167,48.23029167,45.45654167,,0.14575,,,,,,,,,0.18925,,,0.151916667
42.04845833,41.06804167,,69.21979167,62.25795833,59.35470833,54.08754167,56.727375,55.044125,55.044125,48.314625,48.314625,45.608125,,0.145583333,,,,,,,,,0.173166667,,,0.151583333
42.19304167,41.20604167,,69.45995833,62.49795833,59.557375,54.27295833,56.919625,55.23104167,55.23104167,48.42104167,48.42104167,45.75979167,,0.144583333,,,,,,,,,0.186916667,,,0.151666667
42.336875,41.34420833,,,62.73779167,59.76045833,54.454125,57.112875,55.420875,55.420875,48.52620833,48.52620833,45.91195833,,0.143833333,,,,,,,,,0.189833333,,,0.152166667
42.481875,41.479875,,,62.97770833,59.96370833,54.636875,57.30120833,55.60895833,55.60895833,48.61554167,48.61554167,46.063625,,0.145,,,,,,,,,0.188083333,,,0.151666667
42.628875,41.604125,,,63.21770833,60.16695833,54.81595833,57.49029167,55.79904167,55.79904167,48.80804167,48.80804167,46.21545833,,0.147,,,,,,,,,0.190083333,,,0.151833333
42.77395833,41.739625,,,63.457375,60.370125,55.00379167,57.682625,55.983375,55.983375,49.000375,49.000375,46.36704167,,0.145083333,,,,,,,,,0.184333333,,,0.151583333
42.91904167,41.87904167,,,63.697375,60.57329167,55.19254167,57.87620833,56.17329167,56.17329167,49.19504167,49.19504167,46.519125,,0.145083333,,,,,,,,,0.189916667,,,0.152083333
43.063625,42.01820833,,,63.93720833,60.776625,55.37279167,58.06404167,56.34895833,56.34895833,49.383875,49.383875,46.67079167,,0.144583333,,,,,,,,,0.175666667,,,0.151666667
43.208625,42.157625,,,64.177125,60.97954167,55.55645833,58.25304167,56.53754167,56.53754167,49.57670833,49.57670833,46.82354167,,0.145,,,,,,,,,0.188583333,,,0.15275
43.353625,42.29645833,,,64.416875,61.18295833,55.73704167,58.445125,56.725625,56.725625,49.77145833,49.77145833,46.97479167,,0.145,,,,,,,,,0.188083333,,,0.15125
43.49754167,42.43604167,,,64.65679167,61.38604167,55.92395833,58.63829167,56.91620833,56.91620833,49.863125,49.863125,47.12595833,,0.143916667,,,,,,,,,0.190583333,,,0.151166667
43.64379167,42.57470833,,,64.896625,61.58904167,56.10995833,58.827375,57.09370833,57.09370833,49.96204167,49.96204167,47.27795833,,0.14625,,,,,,,,,0.1775,,,0.152
43.787875,42.714125,,,65.13654167,61.792125,56.29179167,59.01654167,57.282625,57.282625,50.154875,50.154875,47.42979167,,0.144083333,,,,,,,,,0.188916667,,,0.151833333
43.93170833,42.85279167,,,65.37645833,61.99545833,56.475625,59.20929167,57.46895833,57.46895833,50.34945833,50.34945833,47.58179167,,0.143833333,,,,,,,,,0.186333333,,,0.152
44.07670833,42.99229167,,,65.61654167,62.198625,56.656625,59.40295833,57.65904167,57.65904167,50.53954167,50.53954167,47.73420833,,0.145,,,,,,,,,0.190083333,,,0.152416667
44.22104167,43.13095833,,,65.85645833,62.40154167,56.841125,59.59204167,57.83454167,57.83454167,50.73254167,50.73254167,47.88545833,,0.144333333,,,,,,,,,0.1755,,,0.15125
44.36704167,43.270625,,,66.09645833,62.60479167,57.02495833,59.78370833,58.02220833,58.02220833,50.92695833,50.92695833,48.037375,,0.146,,,,,,,,,0.187666667,,,0.151916667
44.51120833,43.408375,,,66.33620833,62.808125,57.208125,59.97720833,58.21295833,58.21295833,51.11854167,51.11854167,48.18929167,,0.144166667,,,,,,,,,0.19075,,,0.151916667
44.65529167,43.54729167,,,66.57629167,63.01095833,57.38870833,60.162625,58.398375,58.398375,51.311375,51.311375,48.34129167,,0.144083333,,,,,,,,,0.185416667,,,0.152
44.800125,43.683625,,,66.816125,63.214125,57.57445833,60.352875,58.58829167,58.58829167,51.505375,51.505375,48.49345833,,0.144833333,,,,,,,,,0.189916667,,,0.152166667
44.94454167,43.81945833,,,67.056125,63.417375,57.760875,60.546625,58.76329167,58.76329167,51.69820833,51.69820833,48.64520833,,0.144416667,,,,,,,,,0.175,,,0.15175
45.090625,43.95879167,,,67.29604167,63.62070833,57.94420833,60.732125,58.95020833,58.95020833,51.89020833,51.89020833,48.79670833,,0.146083333,,,,,,,,,0.186916667,,,0.1515
45.236125,44.09804167,,,67.53620833,63.82379167,58.12704167,60.92204167,59.142375,59.14129167,52.083625,52.083625,48.94870833,,0.1455,,,,,,,,,0.191083333,,,0.152
45.38029167,44.23754167,,,67.77620833,64.02695833,58.307875,61.11570833,59.316875,59.32420833,52.26804167,52.26804167,49.10054167,,0.144166667,,,,,,,,,0.182916667,,,0.151833333
45.52595833,44.37670833,,,68.01645833,64.230125,58.49454167,61.30254167,59.504375,59.51379167,52.45895833,52.45895833,49.25245833,,0.145666667,,,,,,,,,0.189583333,,,0.151916667
45.670625,44.516125,,,68.25629167,64.43345833,58.683375,61.49129167,59.69520833,59.68845833,52.65420833,52.65420833,49.40479167,,0.144666667,,,,,,,,,0.174666667,,,0.152333333
45.81529167,44.65545833,,,68.49654167,64.63654167,58.865875,61.68379167,59.88504167,59.875875,52.738875,52.738875,49.556375,,0.144666667,,,,,,,,,0.187416667,,,0.151583333
45.95995833,44.794875,,,68.73654167,64.83970833,59.04795833,61.87754167,60.06970833,60.06654167,52.843125,52.843125,49.708125,,0.144666667,,,,,,,,,0.190666667,,,0.15175
46.10579167,44.93420833,,,68.976875,65.04295833,59.23129167,62.06654167,60.24329167,60.256625,53.03545833,53.03545833,49.86020833,,0.145833333,,,,,,,,,0.190083333,,,0.152083333
46.25045833,45.07354167,,,69.21670833,65.246375,59.41195833,62.25779167,60.431625,60.44129167,53.23054167,53.23054167,50.01204167,,0.144666667,,,,,,,,,0.184666667,,,0.151833333
46.394875,45.212875,,,69.45704167,65.44970833,59.59945833,62.45129167,60.61429167,60.61479167,53.42395833,53.42395833,50.164125,,0.144416667,,,,,,,,,0.1735,,,0.152083333
46.53870833,45.35229167,,,69.69695833,65.65304167,59.785625,62.640125,60.80354167,60.803125,53.61745833,53.61745833,50.31620833,,0.143833333,,,,,,,,,0.188333333,,,0.152083333
46.68420833,45.491625,,,69.93720833,65.85620833,59.96954167,62.829625,60.979875,60.98595833,53.81120833,53.81120833,50.46854167,,0.1455,,,,,,,,,0.182833333,,,0.152333333
46.829125,45.63104167,,,70.17729167,66.05970833,60.15295833,63.022125,61.168375,61.17520833,54.00495833,54.00495833,50.619875,,0.144916667,,,,,,,,,0.18925,,,0.151333333
46.97345833,45.77045833,,,70.41754167,66.26295833,60.33404167,63.21579167,61.35879167,61.351375,54.192875,54.192875,50.772625,,0.144333333,,,,,,,,,0.176166667,,,0.15275
47.118125,45.909875,,,70.65754167,66.46629167,60.51945833,63.40429167,61.54754167,61.539875,54.38529167,54.38529167,50.92495833,,0.144666667,,,,,,,,,0.1885,,,0.152333333
47.26354167,46.04920833,,,70.89804167,66.66945833,60.70254167,63.59379167,61.73754167,61.73029167,54.580375,54.580375,51.077125,,0.145416667,,,,,,,,,0.190416667,,,0.152166667
47.41020833,46.188625,,,71.13820833,66.872875,60.88620833,63.78620833,61.92679167,61.91904167,54.76895833,54.76895833,51.228875,,0.146666667,,,,,,,,,0.18875,,,0.15175
47.55470833,46.32804167,,,71.37854167,67.076375,61.06745833,63.97954167,62.116625,62.109125,54.961125,54.961125,51.38095833,,0.1445,,,,,,,,,0.190083333,,,0.152083333
47.69979167,46.46745833,,,71.61845833,67.279625,61.25495833,64.168125,62.30629167,62.29829167,55.156125,55.156125,51.53329167,,0.145083333,,,,,,,,,0.189166667,,,0.152333333
47.84420833,46.60679167,,,71.85879167,67.48320833,61.44279167,64.35745833,62.49645833,62.488125,55.35020833,55.35020833,51.68579167,,0.144416667,,,,,,,,,0.189833333,,,0.1525
47.99029167,46.74629167,,,72.09879167,67.68629167,61.626875,64.549875,62.686125,62.677875,55.54445833,55.54445833,51.83720833,,0.146083333,,,,,,,,,0.18975,,,0.151416667
48.13470833,46.885625,,,72.33920833,67.88995833,61.80954167,64.74320833,62.875375,62.86804167,55.729875,55.729875,51.989625,,0.144416667,,,,,,,,,0.190166667,,,0.152416667
48.279625,47.02504167,,,72.579375,68.09295833,61.99254167,64.93254167,63.06654167,63.057625,55.92129167,55.92129167,52.14195833,,0.144916667,,,,,,,,,0.189583333,,,0.152333333
48.42379167,47.16445833,,,72.81979167,68.29645833,62.17370833,65.12204167,63.24504167,63.246875,56.11670833,56.11670833,52.29420833,,0.144166667,,,,,,,,,0.18925,,,0.15225
48.56995833,47.303875,,,73.059875,68.499875,62.36020833,65.314625,63.43454167,63.43795833,56.30770833,56.30770833,52.446125,,0.146166667,,,,,,,,,0.191083333,,,0.151916667
48.714375,47.44320833,,,73.300375,68.703375,62.550125,65.50854167,63.61704167,63.61670833,56.50129167,56.50129167,52.59820833,,0.144416667,,,,,,,,,0.17875,,,0.152083333
48.858875,47.58279167,,,73.54045833,68.90704167,62.73479167,65.697875,63.80695833,63.806125,56.56979167,56.69554167,52.75045833,,0.1445,,,,,,,,,0.189416667,,,0.15225
49.00304167,47.72204167,,,,69.11029167,62.92020833,65.88870833,63.984375,63.988625,56.69554167,56.88779167,52.902375,,0.144166667,,,,,,,,,0.1825,,,0.151916667
49.14820833,47.86154167,,,,69.31379167,63.10370833,66.08220833,64.17379167,64.178375,56.88779167,57.08179167,53.05445833,,0.145166667,,,,,,,,,0.18975,,,0.152083333
49.29445833,48.000875,,,,69.51745833,63.28529167,66.274375,64.35654167,64.35604167,57.08179167,57.27479167,53.206625,,0.14625,,,,,,,,,0.177666667,,,0.152166667
49.44020833,48.140375,,,,69.72095833,63.46970833,66.465875,64.546375,64.54529167,57.27479167,57.46779167,53.358875,,0.14575,,,,,,,,,0.18925,,,0.15225
49.58579167,48.279625,,,,69.924875,63.65129167,66.65970833,64.722375,64.72804167,57.46779167,57.66279167,53.51120833,,0.145583333,,,,,,,,,0.18275,,,0.152333333
49.73129167,48.419375,,,,70.128125,63.83504167,66.84829167,64.91129167,64.91795833,57.66279167,57.75420833,53.66329167,,0.1455,,,,,,,,,0.189916667,,,0.152083333
49.87754167,48.55845833,,,,70.33145833,64.01520833,67.03745833,65.101875,65.09404167,57.75420833,57.85245833,53.81545833,,0.14625,,,,,,,,,0.176083333,,,0.152166667
50.02345833,48.69820833,,,,70.53504167,64.197375,67.22970833,65.29104167,65.282875,57.85245833,58.045875,53.96795833,,0.145916667,,,,,,,,,0.188833333,,,0.1525
50.16870833,48.837375,,,,70.738375,64.38204167,67.423375,65.481125,65.473375,58.045875,58.12954167,54.120125,,0.14525,,,,,,,,,0.1905,,,0.152166667
50.31345833,48.97704167,,,,70.94195833,64.56470833,67.61445833,65.670375,65.66254167,58.12954167,58.24129167,54.27220833,,0.14475,,,,,,,,,0.189166667,,,0.152083333
50.46054167,49.11604167,,,,,64.74754167,67.804625,65.86045833,65.852625,58.24129167,58.432375,54.424625,,0.147083333,,,,,,,,,0.190083333,,,0.152416667
50.60679167,49.25579167,,,,,64.92945833,67.99745833,66.050125,66.041875,58.432375,58.62579167,54.57704167,,0.14625,,,,,,,,,0.18925,,,0.152416667
50.75170833,49.39454167,,,,,65.114375,68.19129167,66.24054167,66.23195833,58.62579167,58.70970833,54.729375,,0.144916667,,,,,,,,,0.190083333,,,0.152333333
50.896125,49.53420833,,,,,65.297875,68.380625,66.43079167,66.421625,58.70970833,58.82154167,54.88145833,,0.144416667,,,,,,,,,0.189666667,,,0.152083333
51.042375,49.67279167,,,,,65.48054167,68.570375,66.620625,66.61204167,58.82154167,59.01329167,55.03345833,,0.14625,,,,,,,,,0.190416667,,,0.152
51.18804167,49.81254167,,,,,65.66320833,,66.81129167,66.802375,59.01329167,59.205625,55.18620833,,0.145666667,,,,,,,,,0.190333333,,,0.15275
51.33295833,49.950625,,,,,65.84629167,,67.00079167,66.99220833,59.205625,59.400875,55.33845833,,0.144916667,,,,,,,,,0.189833333,,,0.15225
51.477625,50.089125,,,,,66.02870833,,67.19170833,67.18279167,59.400875,59.595125,55.49045833,,0.144666667,,,,,,,,,0.190583333,,,0.152
51.62429167,50.22520833,,,,,66.21220833,,67.38070833,67.372375,59.595125,59.789375,55.64329167,,0.146666667,,,,,,,,,0.189583333,,,0.152833333
51.769875,50.360625,,,,,66.394375,,67.571875,67.56320833,59.789375,59.97595833,55.795875,,0.145583333,,,,,,,,,0.190833333,,,0.152583333
51.91470833,50.497125,,,,,66.579375,,67.75995833,67.75229167,59.97595833,60.16720833,55.948125,,0.144833333,,,,,,,,,0.189083333,,,0.15225
52.060625,50.61804167,,,,,66.76304167,,67.95170833,67.943375,60.16720833,60.36145833,56.099875,,0.145916667,,,,,,,,,0.191083333,,,0.15175
52.208625,50.747625,,,,,66.94345833,,68.12720833,68.13154167,60.36145833,60.556875,56.252625,,0.148,,,,,,,,,0.188166667,,,0.15275
52.35354167,50.886875,,,,,67.13170833,,68.31604167,68.323375,60.556875,60.750125,56.40504167,,0.144916667,,,,,,,,,0.191833333,,,0.152416667
52.49845833,51.025875,,,,,67.319875,,68.50629167,68.49879167,60.750125,60.94329167,56.557625,,0.144916667,,,,,,,,,0.175416667,,,0.152583333
52.641875,51.16495833,,,,,67.50529167,,68.696125,68.68754167,60.94329167,61.138875,56.71004167,,0.143416667,,,,,,,,,0.18875,,,0.152416667
52.78679167,51.30254167,,,,,67.69270833,,68.887125,68.877875,61.138875,61.32895833,56.86254167,,0.144916667,,,,,,,,,0.190333333,,,0.1525
52.93204167,51.44195833,,,,,67.88045833,,69.07654167,69.06770833,61.32895833,61.522125,57.015125,,0.14525,,,,,,,,,0.189833333,,,0.152583333
53.076125,51.581375,,,,,68.068125,,69.267625,69.25870833,61.522125,61.71704167,57.16770833,,0.144083333,,,,,,,,,0.191,,,0.152583333
53.22195833,51.72095833,,,,,,,69.45670833,69.44804167,61.71704167,61.91195833,57.32004167,,0.145833333,,,,,,,,,0.189333333,,,0.152333333
53.36945833,51.86029167,,,,,,,69.64729167,69.639125,61.91195833,62.10445833,57.472375,,0.1475,,,,,,,,,0.191083333,,,0.152333333
53.51504167,51.99979167,,,,,,,69.837125,69.82829167,62.10445833,62.298375,57.62529167,,0.145583333,,,,,,,,,0.189166667,,,0.152916667
53.65954167,52.13920833,,,,,,,70.02804167,70.01879167,62.298375,62.49354167,57.77770833,,0.1445,,,,,,,,,0.1905,,,0.152416667
53.805125,52.278875,,,,,,,70.21729167,70.208625,62.49354167,62.59195833,57.92995833,,0.145583333,,,,,,,,,0.189833333,,,0.15225
53.95304167,52.41820833,,,,,,,70.408625,70.399625,62.59195833,62.68504167,58.08279167,,0.147916667,,,,,,,,,0.191,,,0.152833333
54.09879167,52.55779167,,,,,,,70.59604167,70.588875,62.68504167,62.877875,58.23579167,,0.14575,,,,,,,,,0.18925,,,0.153
54.24395833,52.69704167,,,,,,,70.78779167,70.78029167,62.877875,62.96920833,58.38895833,,0.145166667,,,,,,,,,0.191416667,,,0.153166667
54.38979167,52.83679167,,,,,,,70.96695833,70.967625,62.96920833,63.07354167,58.54020833,,0.145833333,,,,,,,,,0.187333333,,,0.15125
54.535875,52.97579167,,,,,,,71.15704167,71.15920833,63.07354167,63.267375,58.69279167,,0.146083333,,,,,,,,,0.191583333,,,0.152583333
54.682375,53.11554167,,,,,,,71.33970833,71.33854167,63.267375,63.46129167,58.845375,,0.1465,,,,,,,,,0.179333333,,,0.152583333
54.828125,53.254375,,,,,,,71.45245833,71.528875,63.46129167,63.552625,58.997625,,0.14575,,,,,,,,,0.190333333,,,0.15225
54.973625,53.39395833,,,,,,,,71.71129167,63.552625,63.65654167,59.150375,,0.1455,,,,,,,,,0.182416667,,,0.15275
55.119375,53.531625,,,,,,,,71.82479167,63.65654167,63.74779167,59.30279167,,0.14575,,,,,,,,,0.1135,,,0.152416667
55.266875,53.67029167,,,,,,,,,63.74779167,63.84870833,59.455375,,0.1475,,,,,,,,,,,,0.152583333
55.41254167,53.80979167,,,,,,,,,63.84870833,64.04170833,59.60770833,,0.145666667,,,,,,,,,,,,0.152333333
55.55654167,53.94920833,,,,,,,,,64.04170833,64.133125,59.76020833,,0.144,,,,,,,,,,,,0.1525
55.703125,54.088625,,,,,,,,,64.133125,64.23745833,59.91295833,,0.146583333,,,,,,,,,,,,0.15275
55.84804167,54.22820833,,,,,,,,,64.23745833,64.430625,60.06545833,,0.144916667,,,,,,,,,,,,0.1525
55.993125,54.36779167,,,,,,,,,64.430625,64.623625,60.21795833,,0.145083333,,,,,,,,,,,,0.1525
56.13779167,54.50729167,,,,,,,,,64.623625,64.72204167,60.37079167,,0.144666667,,,,,,,,,,,,0.152833333
56.28404167,54.64670833,,,,,,,,,64.72204167,64.81929167,60.52354167,,0.14625,,,,,,,,,,,,0.15275
56.428875,54.786375,,,,,,,,,64.81929167,64.910625,60.675875,,0.144833333,,,,,,,,,,,,0.152333333
56.573875,54.92579167,,,,,,,,,64.910625,65.01345833,60.82845833,,0.145,,,,,,,,,,,,0.152583333
56.71829167,55.06529167,,,,,,,,,65.01345833,65.207625,60.981375,,0.144416667,,,,,,,,,,,,0.152916667
56.86470833,55.204875,,,,,,,,,65.207625,65.29904167,61.134125,,0.146416667,,,,,,,,,,,,0.15275
57.009375,55.344375,,,,,,,,,65.29904167,65.40304167,61.28679167,,0.144666667,,,,,,,,,,,,0.152666667
57.15420833,55.48395833,,,,,,,,,65.40304167,65.56529167,61.43920833,,0.144833333,,,,,,,,,,,,0.152416667
57.298125,55.623625,,,,,,,,,65.56529167,65.78820833,61.59245833,,0.143916667,,,,,,,,,,,,0.15325
57.444125,55.76295833,,,,,,,,,65.78820833,65.88670833,61.745125,,0.146,,,,,,,,,,,,0.152666667
57.58954167,55.902625,,,,,,,,,65.88670833,65.98395833,61.89770833,,0.145416667,,,,,,,,,,,,0.152583333
57.733625,56.04220833,,,,,,,,,65.98395833,66.17829167,62.05020833,,0.144083333,,,,,,,,,,,,0.1525
57.87870833,56.18170833,,,,,,,,,66.17829167,66.373125,62.203125,,0.145083333,,,,,,,,,,,,0.152916667
58.024875,56.32129167,,,,,,,,,66.373125,66.561875,62.35654167,,0.146166667,,,,,,,,,,,,0.153416667
58.17179167,56.460875,,,,,,,,,66.561875,66.753875,62.50929167,,0.146916667,,,,,,,,,,,,0.15275
58.31754167,56.60029167,,,,,,,,,66.753875,66.94829167,62.66179167,,0.14575,,,,,,,,,,,,0.1525
58.46270833,56.739875,,,,,,,,,66.94829167,67.14354167,62.81495833,,0.145166667,,,,,,,,,,,,0.153166667
58.608375,56.87945833,,,,,,,,,67.14354167,67.33929167,62.968125,,0.145666667,,,,,,,,,,,,0.153166667
58.75704167,57.019125,,,,,,,,,67.33929167,67.531125,63.120625,,0.148666667,,,,,,,,,,,,0.1525
58.90370833,57.15854167,,,,,,,,,67.531125,67.72395833,63.27370833,,0.146666667,,,,,,,,,,,,0.153083333
59.047125,57.29829167,,,,,,,,,67.72395833,67.80770833,63.42670833,,0.143416667,,,,,,,,,,,,0.153
59.19204167,57.43770833,,,,,,,,,67.82245833,67.82245833,63.57979167,,0.144916667,,,,,,,,,,,,0.153083333
59.337125,57.57745833,,,,,,,,,67.919625,67.919625,63.73229167,,0.145083333,,,,,,,,,,,,0.1525
59.484125,57.71670833,,,,,,,,,68.018125,68.018125,63.885375,,0.147,,,,,,,,,,,,0.153083333
59.63120833,57.856625,,,,,,,,,68.11529167,68.11529167,64.038875,,0.147083333,,,,,,,,,,,,0.1535
59.77645833,57.99604167,,,,,,,,,68.21379167,68.21379167,64.191625,,0.14525,,,,,,,,,,,,0.15275
59.921125,58.13495833,,,,,,,,,68.30770833,68.30770833,64.34429167,,0.144666667,,,,,,,,,,,,0.152666667
60.06579167,58.27279167,,,,,,,,,68.500875,68.500875,64.497375,,0.144666667,,,,,,,,,,,,0.153083333
60.212875,58.41079167,,,,,,,,,68.599375,68.599375,64.65079167,,0.147083333,,,,,,,,,,,,0.153416667
60.358875,58.54554167,,,,,,,,,68.69679167,68.69679167,64.803625,,0.146,,,,,,,,,,,,0.152833333
60.50129167,58.67754167,,,,,,,,,68.79520833,68.79520833,64.956375,,0.142416667,,,,,,,,,,,,0.15275
60.646375,58.81570833,,,,,,,,,68.891625,68.891625,65.10945833,,0.145083333,,,,,,,,,,,,0.153083333
60.79029167,58.93995833,,,,,,,,,68.990125,68.990125,65.26304167,,0.143916667,,,,,,,,,,,,0.153583333
60.93604167,59.07095833,,,,,,,,,69.085875,69.085875,65.416375,,0.14575,,,,,,,,,,,,0.153333333
61.08129167,59.20945833,,,,,,,,,69.16504167,69.16504167,65.56895833,,0.14525,,,,,,,,,,,,0.152583333
61.22670833,59.348375,,,,,,,,,69.184375,69.184375,65.72229167,,0.145416667,,,,,,,,,,,,0.153333333
61.37179167,59.48604167,,,,,,,,,69.27804167,69.27804167,65.875875,,0.145083333,,,,,,,,,,,,0.153583333
